GCLC;ENSG00000001084
CHEK2;ENSG00000183765
CNGA2;ENSG00000183862
PRKX;ENSG00000183943
ALDH1A3;ENSG00000184254
PRKD1;ENSG00000184304
TOP1MT;ENSG00000184428
XPOT;ENSG00000184575
AP3M1;ENSG00000185009
SGCZ;ENSG00000185053
ADSS1;ENSG00000185100
ATP6V0A2;ENSG00000185344
PRKN;ENSG00000185345
MAPK11;ENSG00000185386
TARS3;ENSG00000185418
PRKG1;ENSG00000185532
PDIA2;ENSG00000185615
P4HB;ENSG00000185624
IRS2;ENSG00000185950
POLR3C;ENSG00000186141
SLC36A3;ENSG00000186334
SLC36A2;ENSG00000186335
CYP4X1;ENSG00000186377
RPS23;ENSG00000186468
UBE2H;ENSG00000186591
ZDHHC17;ENSG00000186908
PTRH1;ENSG00000187024
AKR1C1;ENSG00000187134
DYNC2H1;ENSG00000187240
SIRT7;ENSG00000187531
IFT140;ENSG00000187535
AGMO;ENSG00000187546
EIF4EBP1;ENSG00000187840
MAPK12;ENSG00000188130
PRKAR1B;ENSG00000188191
CLN3;ENSG00000188603
IDO2;ENSG00000188676
PARVB;ENSG00000188677
HUS1B;ENSG00000188996
AKR1C3;ENSG00000196139
BECN2;ENSG00000196289
ATP2A1;ENSG00000196296
ELAVL3;ENSG00000196361
WDR5;ENSG00000196363
LONP1;ENSG00000196365
XRCC6;ENSG00000196419
NCOR2;ENSG00000196498
HDAC2;ENSG00000196591
NF1;ENSG00000196712
ADA;ENSG00000196839
WDR5B;ENSG00000196981
PCBP2;ENSG00000197111
SLC25A29;ENSG00000197119
SLC2A7;ENSG00000197241
ADARB1;ENSG00000197381
VEPH1;ENSG00000197415
FABP12;ENSG00000197416
OGDHL;ENSG00000197444
CYP2F1;ENSG00000197446
HNRNPAB;ENSG00000197451
SLC2A10;ENSG00000197496
ATG7;ENSG00000197548
TOPORS;ENSG00000197579
DPP4;ENSG00000197635
RPS26;ENSG00000197728
RPL37A;ENSG00000197756
ATAD3A;ENSG00000197785
CYP2A13;ENSG00000197838
SGTB;ENSG00000197860
ERO1A;ENSG00000197930
RPL12;ENSG00000197958
RPS4X;ENSG00000198034
AKR1B10;ENSG00000198074
CYP2A7;ENSG00000198077
MAN1A2;ENSG00000198162
UCKL1;ENSG00000198276
TPM2;ENSG00000198467
WDHD1;ENSG00000198554
AKR1C4;ENSG00000198610
TAT;ENSG00000198650
ECI2;ENSG00000198721
SMOC1;ENSG00000198732
RPL10A;ENSG00000198755
SYCP1;ENSG00000198765
MTOR;ENSG00000198793
LRIG2;ENSG00000198799
OPA1;ENSG00000198836
TOP1;ENSG00000198900
ATG9A;ENSG00000198925
APRT;ENSG00000198931
DMD;ENSG00000198947
GDI1;ENSG00000203879
LIPN;ENSG00000204020
LIPK;ENSG00000204021
LIPJ;ENSG00000204022
TXNDC8;ENSG00000204193
CSHL1;ENSG00000204414
RACK1;ENSG00000204628
FABP9;ENSG00000205186
DENND6B;ENSG00000205593
DNAJC19;ENSG00000205981
SACM1L;ENSG00000211456
SUPT4H1;ENSG00000213246
NRAS;ENSG00000213281
ALG3;ENSG00000214160
FIS1;ENSG00000214253
GNAT3;ENSG00000214415
PHB2;ENSG00000215021
VPS16;ENSG00000215305
RPL17-C18orf32;ENSG00000215472
ATAD3C;ENSG00000215915
FADS3;ENSG00000221968
CCNL2;ENSG00000221978
RAB6C;ENSG00000222014
CERS1;ENSG00000223802
HSPA1L;ENSG00000226704
AKR1B15;ENSG00000227471
RPS18;ENSG00000227794
UBD;ENSG00000228913
PSMB8;ENSG00000230669
RAB6D;ENSG00000233087
GPX1;ENSG00000233276
UQCRHL;ENSG00000233954
BRD2;ENSG00000234704
HSPA1A;ENSG00000235941
DDX39B;ENSG00000237889
MPC1L;ENSG00000238205
NME1;ENSG00000239672
INMT;ENSG00000241644
ATP5PO;ENSG00000241837
ARHGDIG;ENSG00000242173
CEBPA;ENSG00000245848
PGAM5;ENSG00000247077
TWF2;ENSG00000247596
RNF103-CHMP3;ENSG00000249884
NACA2;ENSG00000253506
EIF5AL1;ENSG00000253626
SIGLEC12;ENSG00000254521
MPV17L2;ENSG00000254858
BRK1;ENSG00000254999
CYP2A6;ENSG00000255974
GPX5;ENSG00000257770
GH1;ENSG00000259384
GART;ENSG00000262473
TDO2;ENSG00000262635
DYNLL2;ENSG00000264364
TIMM23;ENSG00000265354
RPL17;ENSG00000265681
SMN2;ENSG00000273772
USP27X;ENSG00000273820
CBSL;ENSG00000274276
DECR2;ENSG00000274296
PROP1;ENSG00000274382
YWHAE;ENSG00000274474
LHX1;ENSG00000274577
PPP4R3B;ENSG00000275052
AKT3;ENSG00000275199
HRAS;ENSG00000276536
PTCHD3;ENSG00000276595
MIF;ENSG00000276701
TADA2A;ENSG00000277104
CDK7;ENSG00000277273
CORO7-PAM16;ENSG00000278760
SURF1;ENSG00000280627
HHAT;ENSG00000280680
RPL7A;ENSG00000280858
RPS4Y2;ENSG00000280969
SLC2A6;ENSG00000281165
MLXIP;ENSG00000281178
PSMC4;ENSG00000281221
TBCE;ENSG00000282984
EIF3K;ENSG00000282986
NDUFS1;ENSG00000283447
PRKAR2B;ENSG00000284096
SQSTM1;ENSG00000284099
SHMT1;ENSG00000284320
PTEN;ENSG00000284792
DCAF11;ENSG00000284796
AGPAT5;ENSG00000284980
SESN2;ENSG00000285069
MTCH2;ENSG00000285121
RABGGTA;ENSG00000285193
MSRA;ENSG00000285250
SGPP1;ENSG00000285281
DGAT1;ENSG00000285482
NAALAD2;ENSG00000285516
GTF2H1;ENSG00000288114
GLUD2;ENSG00000288118
SLC2A4;ENSG00000288174
PPFIA1;ENSG00000288198
PRKACA;ENSG00000288516
